provinceId;provinceName;add_core;owner;controller;discovered_by;capital;base_tax;base_production;base_manpower;religion;culture;trade_goods;hre;native_size;native_ferocity;native_hostileness;is_city
268;Bayreuth;XBY;XBY;XBY;western;Bayreuth;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
495;BerchtesgadenerLand;XBY;XBY;XBY;western;Bad Reichenhall;1;1;1;catholic;culture_north_german;salt;no;30;5;3;yes
181;BernkastelWittlich;XRP;XRP;XRP;western;Wittlich;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
508;Birkenfeld;XRP;XRP;XRP;western;Birkenfeld;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
343;Bottrop;XNW;XNW;XNW;western;Bottrop;1;1;1;protestant;culture_north_german;iron;no;30;5;3;yes
437;BrandenburganderHavel;XBB;XBB;XBB;western;Brandenburg an der Havel;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
475;Bremerhaven;XHB;XHB;XHB;western;Bremerhaven;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
217;Cham;XBY;XBY;XBY;western;Cham;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
263;StadtCoburg;XBY;XBY;XBY;western;Coburg;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
269;Coburg;XBY;XBY;XBY;western;Coburg;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
510;CochemZell;XRP;XRP;XRP;western;Cochem;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
439;Cottbus;XBB;XBB;XBB;western;Cottbus;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
278;Darmstadt;XHE;XHE;XHE;western;Darmstadt;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
173;Deggendorf;XBY;XBY;XBY;western;Deggendorf;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
308;Delmenhorst;XNI;XNI;XNI;western;Delmenhorst;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
393;DessauRosslau;XST;XST;XST;western;Dessau-Roﬂlau;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
378;DillingenanderDonau;XBY;XBY;XBY;western;Dillingen an der Donau;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
182;DingolfingLandau;XBY;XBY;XBY;western;Dingolfing;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
142;Dithmarschen;XSL;XSL;XSL;western;Heide;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
384;DonauRies;XBY;XBY;XBY;western;Donauworth;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
225;Donnersbergkreis;XRP;XRP;XRP;western;Kirchheimbolanden;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
498;Ebersberg;XBY;XBY;XBY;western;Ebersberg;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
401;Eichsfeld;XTH;XTH;XTH;western;Heilbad Heiligenstadt;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
499;Eichstatt;XBY;XBY;XBY;western;Eichst‰tt;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
183;EifelkreisBitburgPrum;XRP;XRP;XRP;western;Bitburg;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
449;ElbeElster;XBB;XBB;XBB;western;Herzberg (Elster);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
309;Emden;XNI;XNI;XNI;western;Emden;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
500;Erding;XBY;XBY;XBY;western;Erding;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
314;Erlangen;XBY;XBY;XBY;western;Erlangen;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
319;ErlangenHochstadt;XBY;XBY;XBY;western;Erlangen;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
524;Flensburg;XSL;XSL;XSL;western;Flensburg;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
271;Forchheim;XBY;XBY;XBY;western;Forchheim;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
200;FrankenthalPfalz;XRP;XRP;XRP;western;Frankenthal (Pfalz);1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
440;FrankfurtOder;XBB;XBB;XBB;western;Frankfurt (Oder);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
168;Freudenstadt;XBW;XBW;XBW;western;Freudenstadt;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
174;FreyungGrafenau;XBY;XBY;XBY;western;Freyung;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
330;Friesland;XNI;XNI;XNI;western;Jever;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
315;StadtFurth;XBY;XBY;XBY;western;Furth;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
320;Furth;XBY;XBY;XBY;western;Zirndorf;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
505;GarmischPartenkirchen;XBY;XBY;XBY;western;Garmisch-Partenkirchen;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
397;Gera;XTH;XTH;XTH;western;Gera;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
226;Germersheim;XRP;XRP;XRP;western;Germersheim;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
187;Goslar;XNI;XNI;XNI;western;Goslar;1;1;1;protestant;culture_north_german;iron;no;30;5;3;yes
407;Gotha;XTH;XTH;XTH;western;Gotha;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
331;GrafschaftBentheim;XNI;XNI;XNI;western;Nordhorn;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
417;Greiz;XTH;XTH;XTH;western;Greiz;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
379;Gunzburg;XBY;XBY;XBY;western;Gunzburg;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
359;Hassberge;XBY;XBY;XBY;western;Haﬂfurt;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
290;Heidekreis;XNI;XNI;XNI;western;Bad Fallingbostel;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
145;Heidelberg;XBW;XBW;XBW;western;Heidelberg;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
488;Heidenheim;XBW;XBW;XBW;western;Heidenheim an der Brenz;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
482;StadtHeilbronn;XBW;XBW;XBW;western;Heilbronn;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
188;Helmstedt;XNI;XNI;XNI;western;Helmstedt;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
367;HersfeldRotenburg;XHE;XHE;XHE;western;Bad Hersfeld;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
409;Hildburghausen;XTH;XTH;XTH;western;Hildburghausen;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
264;StadtHof;XBY;XBY;XBY;western;Hof;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
272;Hof;XBY;XBY;XBY;western;Hof;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
484;Hohenlohekreis;XBW;XBW;XBW;western;Kunzelsau;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
238;Holzminden;XNI;XNI;XNI;western;Holzminden;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
389;Hoxter;XNW;XNW;XNW;western;Hoxter;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
410;IlmKreis;XTH;XTH;XTH;western;Arnstadt;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
490;Ingolstadt;XBY;XBY;XBY;western;Ingolstadt;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
398;Jena;XTH;XTH;XTH;western;Jena;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
425;JerichowerLand;XST;XST;XST;western;Burg;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
202;StadtKaiserslautern;XRP;XRP;XRP;western;Kaiserslautern;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
227;Kaiserslautern;XRP;XRP;XRP;western;Kaiserslautern;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
373;Kaufbeuren;XBY;XBY;XBY;western;Kaufbeuren;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
175;Kelheim;XBY;XBY;XBY;western;Kelheim;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
374;KemptenAllgau;XBY;XBY;XBY;western;Kempten (Allg‰u);1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
360;Kitzingen;XBY;XBY;XBY;western;Kitzingen;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
487;Koblenz;XRP;XRP;XRP;western;Koblenz;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
273;Kronach;XBY;XBY;XBY;western;Kronach;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
274;Kulmbach;XBY;XBY;XBY;western;Kulmbach;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
228;Kusel;XRP;XRP;XRP;western;Kusel;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
405;Kyffhauserkreis;XTH;XTH;XTH;western;Sondershausen;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
204;LandauinderPfalz;XRP;XRP;XRP;western;Landau in der Pfalz;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
507;LandsbergamLech;XBY;XBY;XBY;western;Landsberg am Lech;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
167;StadtLandshut;XBY;XBY;XBY;western;Landshut;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
276;Lichtenfels;XBY;XBY;XBY;western;Lichtenfels;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
381;LindauBodensee;XBY;XBY;XBY;western;Lindau (Bodensee);1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
286;LuchowDannenberg;XNI;XNI;XNI;western;Luchow (Wendland);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
362;MainSpessart;XBY;XBY;XBY;western;Karlstadt;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
486;MainTauberKreis;XBW;XBW;XBW;western;Tauberbischofsheim;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
426;MansfeldSudharz;XST;XST;XST;western;Sangerhausen;1;1;1;protestant;culture_north_german;iron;no;30;5;3;yes
375;Memmingen;XBY;XBY;XBY;western;Memmingen;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
462;MerzigWadern;XSL;XSL;XSL;western;Merzig;1;1;1;catholic;culture_north_german;iron;no;30;5;3;yes
509;Miesbach;XBY;XBY;XBY;western;Miesbach;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
361;Miltenberg;XBY;XBY;XBY;western;Miltenberg;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
511;MuhldorfamInn;XBY;XBY;XBY;western;Muhldorf am Inn;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
153;NeckarOdenwaldKreis;XBW;XBW;XBW;western;Mosbach;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
514;NeuburgSchrobenhausen;XBY;XBY;XBY;western;Neuburg an der Donau;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
218;NeumarktinderOberpfalz;XBY;XBY;XBY;western;Neumarkt in der Oberpfalz;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
527;Neumunster;XSL;XSL;XSL;western;Neumunster;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
463;Neunkirchen;XSL;XSL;XSL;western;Ottweiler;1;1;1;catholic;culture_north_german;iron;no;30;5;3;yes
322;NeustadtanderAischBadWindsheim;XBY;XBY;XBY;western;Neustadt an der Aisch;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
219;NeustadtanderWaldnaab;XBY;XBY;XBY;western;Neustadt an der Waldnaab;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
211;NeustadtanderWeinstrasse;XRP;XRP;XRP;western;Neustadt an der Weinstraﬂe;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
239;NienburgWeser;XNI;XNI;XNI;western;NienburgWeser;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
402;Nordhausen;XTH;XTH;XTH;western;Nordhausen;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
189;Northeim;XNI;XNI;XNI;western;Northeim;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
453;OberspreewaldLausitz;XBB;XBB;XBB;western;Senftenberg;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
304;Odenwaldkreis;XHE;XHE;XHE;western;Erbach;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
280;OffenbachamMain;XHE;XHE;XHE;western;Offenbach am Main;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
333;Oldenburg;XNI;XNI;XNI;western;Wildeshausen;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
470;Olpe;XNW;XNW;XNW;western;Olpe;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
382;Ostallgau;XBY;XBY;XBY;western;Marktoberdorf;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
288;Osterholz;XNI;XNI;XNI;western;Osterholz-Scharmbeck;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
455;OstprignitzRuppin;XBB;XBB;XBB;western;Neuruppin;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
170;StadtPassau;XBY;XBY;XBY;western;Passau;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
190;Peine;XNI;XNI;XNI;western;Peine;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
516;PfaffenhofenanderIlm;XBY;XBY;XBY;western;Pfaffenhofen an der Ilm;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
162;Pforzheim;XBW;XBW;XBW;western;Pforzheim;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
212;Pirmasens;XRP;XRP;XRP;western;Pirmasens;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
152;Plon;XSL;XSL;XSL;western;Plon;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
457;Prignitz;XBB;XBB;XBB;western;Perleberg;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
178;Regen;XBY;XBY;XBY;western;Regen;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
208;StadtRegensburg;XBY;XBY;XBY;western;Regensburg;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
135;Remscheid;XNW;XNW;XNW;western;Remscheid;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
518;RheinHunsruckKreis;XRP;XRP;XRP;western;Simmern/Hunsruck;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
520;RheinLahnKreis;XRP;XRP;XRP;western;Bad Ems;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
358;RhonGrabfeld;XBY;XBY;XBY;western;Bad Neustadt an der Saale;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
492;StadtRosenheim;XBY;XBY;XBY;western;Rosenheim;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
323;Roth;XBY;XBY;XBY;western;Roth;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
179;RottalInn;XBY;XBY;XBY;western;Pfarrkirchen;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
197;Rottweil;XBW;XBW;XBW;western;Rottweil;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
414;SaaleHolzlandKreis;XTH;XTH;XTH;western;Eisenberg;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
415;SaaleOrlaKreis;XTH;XTH;XTH;western;Schleiz;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
413;SaalfeldRudolstadt;XTH;XTH;XTH;western;Saalfeld/Saale;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
465;SaarpfalzKreis;XSL;XSL;XSL;western;Homburg;1;1;1;catholic;culture_north_german;iron;no;30;5;3;yes
147;Salzgitter;XNI;XNI;XNI;western;Salzgitter;1;1;1;protestant;culture_north_german;iron;no;30;5;3;yes
406;SchmalkaldenMeiningen;XTH;XTH;XTH;western;Meiningen;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
317;Schwabach;XBY;XBY;XBY;western;Schwabach;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
353;StadtSchweinfurt;XBY;XBY;XBY;western;Schweinfurt;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
363;Schweinfurt;XBY;XBY;XBY;western;Schweinfurt;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
418;Schwerin;XMV;XMV;XMV;western;Schwerin;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
260;Sigmaringen;XBW;XBW;XBW;western;Sigmaringen;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
408;Sommerda;XTH;XTH;XTH;western;Sommerda;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
412;Sonneberg;XTH;XTH;XTH;western;Sonneberg;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
213;Speyer;XRP;XRP;XRP;western;Speyer;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
458;SpreeNeisse;XBB;XBB;XBB;western;Forst (Lausitz);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
466;St.Wendel;XSL;XSL;XSL;western;St. Wendel;1;1;1;catholic;culture_north_german;iron;no;30;5;3;yes
519;Starnberg;XBY;XBY;XBY;western;Starnberg;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
159;Steinburg;XSL;XSL;XSL;western;Itzehoe;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
429;Stendal;XST;XST;XST;western;Stendal;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
171;Straubing;XBY;XBY;XBY;western;Straubing;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
180;StraubingBogen;XBY;XBY;XBY;western;Straubing;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
229;SudlicheWeinstrasse;XRP;XRP;XRP;western;Landau in der Pfalz;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
233;Sudwestpfalz;XRP;XRP;XRP;western;Pirmasens;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
399;Suhl;XTH;XTH;XTH;western;Suhl;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
222;Tirschenreuth;XBY;XBY;XBY;western;Tirschenreuth;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
164;Trier;XRP;XRP;XRP;western;Trier;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
199;Tuttlingen;XBW;XBW;XBW;western;Tuttlingen;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
460;Uckermark;XBB;XBB;XBB;western;Prenzlau;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
293;Uelzen;XNI;XNI;XNI;western;Uelzen;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
252;Ulm;XBW;XBW;XBW;western;Ulm;1;1;1;protestant;culture_north_german;wine;no;30;5;3;yes
404;UnstrutHainichKreis;XTH;XTH;XTH;western;Muhlhausen/Thuringen;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
336;Vechta;XNI;XNI;XNI;western;Vechta;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
296;Verden;XNI;XNI;XNI;western;Verden (Aller);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
342;Vogelsbergkreis;XHE;XHE;XHE;western;Lauterbach (Hessen);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
184;Vulkaneifel;XRP;XRP;XRP;western;Daun;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
210;WeideninderOberpfalz;XBY;XBY;XBY;western;Weiden in der Oberpfalz;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
522;WeilheimSchongau;XBY;XBY;XBY;western;Weilheim in Oberbayern;1;1;1;catholic;culture_north_german;grain;no;30;5;3;yes
400;Weimar;XTH;XTH;XTH;western;Weimar;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
411;WeimarerLand;XTH;XTH;XTH;western;Apolda;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
324;WeissenburgGunzenhausen;XBY;XBY;XBY;western;Weiﬂenburg in Bayern;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
371;WerraMeissnerKreis;XHE;XHE;XHE;western;Eschwege;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
338;Wesermarsch;XNI;XNI;XNI;western;Brake (Unterweser);1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
312;Wilhelmshaven;XNI;XNI;XNI;western;Wilhelmshaven;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
430;Wittenberg;XST;XST;XST;western;Lutherstadt Wittenberg;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
340;Wittmund;XNI;XNI;XNI;western;Wittmund;1;1;1;protestant;culture_north_german;fish;no;30;5;3;yes
191;Wolfenbuttel;XNI;XNI;XNI;western;Wolfenbuttel;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
150;Wolfsburg;XNI;XNI;XNI;western;Wolfsburg;1;1;1;protestant;culture_north_german;grain;no;30;5;3;yes
214;Worms;XRP;XRP;XRP;western;Worms;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
277;WunsiedelimFichtelgebirge;XBY;XBY;XBY;western;Wunsiedel;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
354;StadtWurzburg;XBY;XBY;XBY;western;Wurzburg;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
215;Zweibrucken;XRP;XRP;XRP;western;Zweibrucken;1;1;1;catholic;culture_north_german;wine;no;30;5;3;yes
